datetime,open,high,low,close,volume,iv,oi,spot,strike
2024-05-28 10:46:00,155.0,155.0,155.0,155.0,900,0.0,795600,327.25,500.0
2024-05-28 10:47:00,155.0,155.0,155.0,155.0,0,0.0,795600,327.25,500.0
2024-05-28 10:48:00,155.0,155.0,155.0,155.0,0,0.0,795600,327.25,500.0
2024-05-28 10:49:00,155.0,155.0,155.0,155.0,0,0.0,795600,327.25,500.0
2024-05-28 10:50:00,155.0,155.0,155.0,155.0,0,0.0,795600,327.25,500.0
2024-05-28 10:51:00,155.0,156.0,155.0,156.0,1800,0.0,795600,327.5,500.0
2024-05-28 10:52:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 10:53:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 10:54:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 10:55:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 10:56:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 10:57:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 10:58:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 10:59:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:00:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:01:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:02:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:03:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:04:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:05:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:06:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:07:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:08:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:09:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:10:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:11:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:12:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:13:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:14:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:15:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:16:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:17:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:18:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:19:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:20:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:21:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:22:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:23:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:24:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:25:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:26:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:27:00,156.0,156.0,156.0,156.0,0,0.0,795600,327.5,500.0
2024-05-28 11:28:00,156.0,156.0,152.0,152.0,1800,0.0,793800,325.7,500.0
2024-05-28 11:29:00,152.0,152.0,152.0,152.0,48600,0.0,793800,325.4,500.0
2024-05-28 11:30:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:31:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:32:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:33:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:34:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:35:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:36:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:37:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:38:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:39:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:40:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:41:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:42:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:43:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:44:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:45:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:46:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:47:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:48:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:49:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:50:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:51:00,152.0,152.0,152.0,152.0,0,0.0,793800,325.4,500.0
2024-05-28 11:52:00,150.0,150.0,150.0,150.0,81000,0.0,792000,324.55,500.0
2024-05-28 11:53:00,150.0,150.0,150.0,150.0,54000,0.0,737100,324.7,500.0
2024-05-28 11:54:00,150.0,150.0,150.0,150.0,0,0.0,737100,324.7,500.0
2024-05-28 11:55:00,150.0,150.0,150.0,150.0,0,0.0,737100,324.7,500.0
2024-05-28 11:56:00,150.0,150.0,150.0,150.0,9000,0.0,683100,324.5,500.0
2024-05-28 11:57:00,150.0,150.0,150.0,150.0,5400,0.0,683100,324.5,500.0
2024-05-28 11:58:00,150.0,150.0,150.0,150.0,1800,0.0,683100,324.6,500.0
2024-05-28 11:59:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:00:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:01:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:02:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:03:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:04:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:05:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:06:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:07:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:08:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:09:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:10:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:11:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:12:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:13:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
2024-05-28 12:14:00,150.0,150.0,150.0,150.0,0,0.0,683100,324.6,500.0
